source,target,weight
tabasaranskij,tsezskij,0.0
tabasaranskij,tsudaharskij darginskij,0.0
tabasaranskij,chiragskij darginskij,0.0
tukitinskij,avarskij,0.7962962962962963
tukitinskij,agul'skij,0.0
tukitinskij,azerbajdzhanskij,0.0
tukitinskij,akushinskij darginskij,0.0
tukitinskij,andijskij,0.0
tukitinskij,ahvahskij,0.0
tukitinskij,bagvalinskij,0.0
tukitinskij,bezhtinskij,0.0
tukitinskij,gapshiminskij darginskij,0.0
tukitinskij,gdymsko-fijskij lezginskij,0.0
tukitinskij,ginuhskij,0.0
tukitinskij,kadarskij darginskij,0.0
tukitinskij,kajtagskij darginskij,0.0
tukitinskij,karatinskij,0.12962962962962962
tukitinskij,kubachinskij darginskij,0.0
tukitinskij,kumykskij,0.0
tukitinskij,lakskij,0.0
tukitinskij,lezginskij,0.0
tukitinskij,megebskij,0.0
tukitinskij,muirinskij darginskij,0.0
tukitinskij,rutul'skij,0.0
tukitinskij,sirhinskij darginskij,0.0
tukitinskij,tabasaranskij,0.0
tukitinskij,tukitinskij,0.0
tukitinskij,hnovskij rutul'skij,0.0
tukitinskij,tsahurskij,0.0
tukitinskij,tsezskij,0.0
tukitinskij,tsudaharskij darginskij,0.0
tukitinskij,chiragskij darginskij,0.0
hnovskij rutul'skij,avarskij,0.0
hnovskij rutul'skij,agul'skij,0.0
hnovskij rutul'skij,azerbajdzhanskij,0.6432432432432432
hnovskij rutul'skij,akushinskij darginskij,0.0
hnovskij rutul'skij,andijskij,0.0
hnovskij rutul'skij,ahvahskij,0.0
hnovskij rutul'skij,bagvalinskij,0.0
hnovskij rutul'skij,bezhtinskij,0.0
hnovskij rutul'skij,gapshiminskij darginskij,0.0
hnovskij rutul'skij,gdymsko-fijskij lezginskij,0.0
hnovskij rutul'skij,ginuhskij,0.0
hnovskij rutul'skij,kadarskij darginskij,0.0
hnovskij rutul'skij,kajtagskij darginskij,0.0
hnovskij rutul'skij,karatinskij,0.0
hnovskij rutul'skij,kubachinskij darginskij,0.0
hnovskij rutul'skij,kumykskij,0.0
hnovskij rutul'skij,lakskij,0.0
hnovskij rutul'skij,lezginskij,0.3567567567567568
hnovskij rutul'skij,megebskij,0.0
hnovskij rutul'skij,muirinskij darginskij,0.0
hnovskij rutul'skij,rutul'skij,0.0
hnovskij rutul'skij,sirhinskij darginskij,0.0
hnovskij rutul'skij,tabasaranskij,0.0
hnovskij rutul'skij,tukitinskij,0.0
hnovskij rutul'skij,hnovskij rutul'skij,0.0
hnovskij rutul'skij,tsahurskij,0.0
hnovskij rutul'skij,tsezskij,0.0
hnovskij rutul'skij,tsudaharskij darginskij,0.0
hnovskij rutul'skij,chiragskij darginskij,0.0
tsahurskij,avarskij,0.0
tsahurskij,agul'skij,0.0
tsahurskij,azerbajdzhanskij,0.8117154811715481
tsahurskij,akushinskij darginskij,0.0
tsahurskij,andijskij,0.0
tsahurskij,ahvahskij,0.0
tsahurskij,bagvalinskij,0.0
tsahurskij,bezhtinskij,0.0
tsahurskij,gapshiminskij darginskij,0.0
tsahurskij,gdymsko-fijskij lezginskij,0.0
tsahurskij,ginuhskij,0.0
tsahurskij,kadarskij darginskij,0.0
tsahurskij,kajtagskij darginskij,0.0
tsahurskij,karatinskij,0.0
tsahurskij,kubachinskij darginskij,0.0
tsahurskij,kumykskij,0.0
tsahurskij,lakskij,0.0
tsahurskij,lezginskij,0.058577405857740586
tsahurskij,megebskij,0.0
tsahurskij,muirinskij darginskij,0.0
tsahurskij,rutul'skij,0.1297071129707113
tsahurskij,sirhinskij darginskij,0.0
tsahurskij,tabasaranskij,0.0
tsahurskij,tukitinskij,0.0
tsahurskij,hnovskij rutul'skij,0.0
tsahurskij,tsahurskij,0.0
tsahurskij,tsezskij,0.0
tsahurskij,tsudaharskij darginskij,0.0
tsahurskij,chiragskij darginskij,0.0
tsezskij,avarskij,0.8582677165354331
tsezskij,agul'skij,0.0
tsezskij,azerbajdzhanskij,0.0
tsezskij,akushinskij darginskij,0.0
tsezskij,andijskij,0.0
tsezskij,ahvahskij,0.0
tsezskij,bagvalinskij,0.0
tsezskij,bezhtinskij,0.051181102362204724
tsezskij,gapshiminskij darginskij,0.0
tsezskij,gdymsko-fijskij lezginskij,0.0
tsezskij,ginuhskij,0.09055118110236221
tsezskij,kadarskij darginskij,0.0
tsezskij,kajtagskij darginskij,0.0
tsezskij,karatinskij,0.0
tsezskij,kubachinskij darginskij,0.0
tsezskij,kumykskij,0.0
tsezskij,lakskij,0.0
tsezskij,lezginskij,0.0
tsezskij,megebskij,0.0
tsezskij,muirinskij darginskij,0.0
tsezskij,rutul'skij,0.0
tsezskij,sirhinskij darginskij,0.0
tsezskij,tabasaranskij,0.0
tsezskij,tukitinskij,0.0
tsezskij,hnovskij rutul'skij,0.0
tsezskij,tsahurskij,0.0
tsezskij,tsezskij,0.0
tsezskij,tsudaharskij darginskij,0.0
tsezskij,chiragskij darginskij,0.0
tsudaharskij darginskij,avarskij,0.0
tsudaharskij darginskij,agul'skij,0.0
tsudaharskij darginskij,azerbajdzhanskij,0.0
tsudaharskij darginskij,akushinskij darginskij,0.7014925373134329
tsudaharskij darginskij,andijskij,0.0
tsudaharskij darginskij,ahvahskij,0.0
tsudaharskij darginskij,bagvalinskij,0.0
tsudaharskij darginskij,bezhtinskij,0.0
tsudaharskij darginskij,gapshiminskij darginskij,0.0
tsudaharskij darginskij,gdymsko-fijskij lezginskij,0.0
tsudaharskij darginskij,ginuhskij,0.0
tsudaharskij darginskij,kadarskij darginskij,0.0
tsudaharskij darginskij,kajtagskij darginskij,0.0
tsudaharskij darginskij,karatinskij,0.0
tsudaharskij darginskij,kubachinskij darginskij,0.0
tsudaharskij darginskij,kumykskij,0.2537313432835821
tsudaharskij darginskij,lakskij,0.0
tsudaharskij darginskij,lezginskij,0.0
tsudaharskij darginskij,megebskij,0.0
tsudaharskij darginskij,muirinskij darginskij,0.0
tsudaharskij darginskij,rutul'skij,0.0
tsudaharskij darginskij,sirhinskij darginskij,0.0
tsudaharskij darginskij,tabasaranskij,0.0
tsudaharskij darginskij,tukitinskij,0.0
tsudaharskij darginskij,hnovskij rutul'skij,0.0
tsudaharskij darginskij,tsahurskij,0.0
tsudaharskij darginskij,tsezskij,0.0
tsudaharskij darginskij,tsudaharskij darginskij,0.0
tsudaharskij darginskij,chiragskij darginskij,0.0
chiragskij darginskij,avarskij,0.0
chiragskij darginskij,agul'skij,0.22916666666666666
chiragskij darginskij,azerbajdzhanskij,0.1875
chiragskij darginskij,akushinskij darginskij,0.3229166666666667
chiragskij darginskij,andijskij,0.0
chiragskij darginskij,ahvahskij,0.0
chiragskij darginskij,bagvalinskij,0.0
chiragskij darginskij,bezhtinskij,0.0
chiragskij darginskij,gapshiminskij darginskij,0.0
chiragskij darginskij,gdymsko-fijskij lezginskij,0.0
chiragskij darginskij,ginuhskij,0.0
chiragskij darginskij,kadarskij darginskij,0.0
chiragskij darginskij,kajtagskij darginskij,0.0
chiragskij darginskij,karatinskij,0.0
chiragskij darginskij,kubachinskij darginskij,0.0
chiragskij darginskij,kumykskij,0.0
chiragskij darginskij,lakskij,0.2604166666666667
chiragskij darginskij,lezginskij,0.0
chiragskij darginskij,megebskij,0.0
chiragskij darginskij,muirinskij darginskij,0.0
chiragskij darginskij,rutul'skij,0.0
chiragskij darginskij,sirhinskij darginskij,0.0
chiragskij darginskij,tabasaranskij,0.0
chiragskij darginskij,tukitinskij,0.0
chiragskij darginskij,hnovskij rutul'skij,0.0
chiragskij darginskij,tsahurskij,0.0
chiragskij darginskij,tsezskij,0.0
chiragskij darginskij,tsudaharskij darginskij,0.0
chiragskij darginskij,chiragskij darginskij,0.0
